Date,Price
08/12/2022,17.9363
08/15/2022,17.9004
08/15/2022,17.9599
08/16/2022,17.9342
08/16/2022,17.9332
08/17/2022,18.0561
08/17/2022,17.9506
08/18/2022,18.085
08/18/2022,18.0344
08/19/2022,18.087
08/22/2022,18.092
08/22/2022,18.0731
08/23/2022,18.1378
08/23/2022,18.1114
08/24/2022,18.1544
08/24/2022,18.1517
08/25/2022,18.1433
08/25/2022,18.1689
08/26/2022,18.1629
08/29/2022,18.152
08/29/2022,18.1822
08/30/2022,18.1712
08/30/2022,18.1844
08/31/2022,18.205
08/31/2022,18.1978
09/01/2022,18.2491
09/01/2022,18.2048
09/02/2022,18.2007
09/05/2022,18.2153
09/05/2022,18.219
09/06/2022,18.217
09/06/2022,18.2246
09/07/2022,18.2253
09/07/2022,18.2275
09/08/2022,18.2334
09/08/2022,18.2328
09/09/2022,18.2364
09/12/2022,18.2418
09/12/2022,18.2244
09/13/2022,18.2254
09/13/2022,18.2498
09/14/2022,18.257
09/14/2022,18.2384
09/15/2022,18.2543
09/15/2022,18.2661
09/16/2022,18.2564
09/19/2022,18.308
09/19/2022,18.2853
09/20/2022,18.3034
09/20/2022,18.3074
09/21/2022,18.3204
09/21/2022,18.3279
09/22/2022,18.4131
09/22/2022,18.3421
09/23/2022,18.4156
09/26/2022,18.4297
09/26/2022,18.4577
09/27/2022,18.5367
09/27/2022,18.4382
09/28/2022,18.4519
09/28/2022,18.507
09/29/2022,18.5
09/29/2022,18.4987
09/30/2022,18.5024
10/03/2022,18.5309
10/03/2022,18.5448
10/04/2022,18.5565
10/04/2022,18.5779
10/05/2022,18.582
10/05/2022,18.5595
10/06/2022,18.562
10/06/2022,18.5755
10/07/2022,18.5821
10/10/2022,18.5775
10/10/2022,18.5795
10/11/2022,18.5291
10/11/2022,18.5922
10/12/2022,18.535
10/12/2022,18.5698
10/13/2022,18.5585
10/13/2022,18.5564
10/14/2022,18.574
10/17/2022,18.5875
10/17/2022,18.581
10/18/2022,18.5829
10/18/2022,18.5872
10/19/2022,18.5732
10/19/2022,18.5907
10/20/2022,18.5884
10/20/2022,18.5973
10/21/2022,18.5965
10/24/2022,18.588
10/24/2022,18.6067
10/25/2022,18.5784
10/25/2022,18.6028
10/26/2022,18.6209
10/26/2022,18.6042
10/27/2022,18.5813
10/27/2022,18.5996
10/28/2022,18.5835
10/31/2022,18.5535
10/31/2022,18.6151
11/01/2022,18.6019
11/01/2022,18.5833
11/02/2022,18.6021
11/02/2022,18.6289
11/03/2022,18.5657
11/03/2022,18.6176
11/04/2022,18.5684
11/07/2022,18.5284
11/07/2022,18.4452
11/08/2022,18.5686
11/08/2022,18.5361
11/09/2022,18.4593
11/09/2022,18.5907
11/10/2022,18.5717
11/10/2022,18.4892
11/11/2022,18.5784
11/14/2022,18.6017
11/14/2022,18.618
11/15/2022,18.6036
11/15/2022,18.6106
11/16/2022,18.5599
11/16/2022,18.6094
11/17/2022,18.5889
11/17/2022,18.5878
11/18/2022,18.6236
11/21/2022,18.5819
11/21/2022,18.6212
11/22/2022,18.6037
11/22/2022,18.6135
11/23/2022,18.6046
11/23/2022,18.6174
11/24/2022,18.5816
11/24/2022,18.6103
11/25/2022,18.5913
11/28/2022,18.6138
11/28/2022,18.6305
11/29/2022,18.5895
11/29/2022,18.6394
11/30/2022,18.6115
11/30/2022,18.6121
12/01/2022,18.6303
12/01/2022,18.6377
12/02/2022,18.633
12/05/2022,18.6248
12/05/2022,18.6434
12/06/2022,18.6203
12/06/2022,18.6323
12/07/2022,18.6243
12/07/2022,18.6404
12/08/2022,18.6503
12/08/2022,18.6427
12/09/2022,18.6538
12/12/2022,18.5717
12/12/2022,18.64
12/13/2022,18.6035
12/13/2022,18.575
12/14/2022,18.6031
12/14/2022,18.6282
12/15/2022,18.646
12/15/2022,18.6418
12/16/2022,18.6393
12/19/2022,18.6406
12/19/2022,18.6526
12/20/2022,18.6502
12/20/2022,18.6621
12/21/2022,18.6424
12/21/2022,18.6769
12/22/2022,18.657
12/22/2022,18.6653
12/23/2022,18.6657
12/26/2022,18.667
12/26/2022,18.6878
12/27/2022,18.6777
12/27/2022,18.702
12/28/2022,18.6889
12/28/2022,18.718
12/29/2022,18.6877
12/29/2022,18.7096
12/30/2022,18.6905
01/02/2023,18.6979
01/02/2023,18.7148
01/03/2023,18.7224
01/03/2023,18.7284
01/04/2023,18.7378
01/04/2023,18.7432
01/05/2023,18.7524
01/05/2023,18.7655
01/06/2023,18.7544
01/09/2023,18.7622
01/09/2023,18.7758
01/10/2023,18.7633
01/10/2023,18.7776
01/11/2023,18.7785
01/11/2023,18.7775
01/12/2023,18.7824
01/12/2023,18.7807
01/13/2023,18.8035
01/16/2023,18.7155
01/16/2023,18.7977
01/17/2023,18.7588
01/17/2023,18.7504
01/18/2023,18.7575
01/18/2023,18.7608
01/19/2023,18.7579
01/19/2023,18.7601
01/20/2023,18.7614
01/23/2023,18.7975
01/23/2023,18.8102
01/24/2023,18.7754
01/24/2023,18.825
01/25/2023,18.7947
01/25/2023,18.7972
01/26/2023,18.786
01/26/2023,18.8038
01/27/2023,18.8109
01/30/2023,18.8056
01/30/2023,18.7901
01/31/2023,18.7677
01/31/2023,18.8115
02/01/2023,18.8023
02/01/2023,18.8051
02/02/2023,18.8186
02/02/2023,18.8064
02/03/2023,18.8236
02/06/2023,18.8147
02/06/2023,18.8241
02/07/2023,18.8062
02/07/2023,18.8229
02/08/2023,18.8129
02/08/2023,18.8285
02/09/2023,18.8131
02/09/2023,18.8291
02/10/2023,18.8241
02/13/2023,18.823
02/13/2023,18.839
02/14/2023,18.8551
02/14/2023,18.8396
02/15/2023,18.838
02/15/2023,18.8513
02/16/2023,18.7934
02/16/2023,18.8483
02/17/2023,18.8297
02/20/2023,18.867
02/20/2023,18.8748
02/21/2023,18.8715
02/22/2023,18.8799
02/23/2023,18.8735
02/24/2023,18.8731
02/27/2023,18.8866
02/28/2023,18.8874
03/01/2023,18.8884
03/02/2023,18.8908
03/03/2023,18.8288
03/06/2023,18.8955
03/07/2023,18.9243
03/08/2023,18.9478
03/09/2023,18.9598
03/10/2023,18.9617
03/13/2023,18.9763
03/14/2023,18.9808
03/15/2023,18.9921
03/16/2023,19.0061
03/17/2023,19.0208
03/20/2023,19.0171
03/21/2023,19.0336
03/22/2023,19.048
03/23/2023,19.0609
03/24/2023,19.0477
03/27/2023,19.1043
03/28/2023,19.1262
03/29/2023,19.1515
03/30/2023,19.181
03/31/2023,19.1793
04/03/2023,19.2097
04/04/2023,19.2223
04/05/2023,19.2551
04/06/2023,19.2563
04/07/2023,19.2528
04/10/2023,19.2703
04/11/2023,19.3001
04/12/2023,19.3209
04/13/2023,19.3396
04/14/2023,19.3613
04/17/2023,19.3902
04/18/2023,19.4044
04/19/2023,19.4037
04/20/2023,19.4075
04/21/2023,19.4096
04/24/2023,19.4073
04/25/2023,19.4269
04/26/2023,19.4278
04/27/2023,19.4405
04/28/2023,19.4492
05/01/2023,19.4612
05/02/2023,19.4806
05/03/2023,19.4799
05/04/2023,19.4918
05/05/2023,19.5139
05/08/2023,19.5067
05/09/2023,19.5261
05/10/2023,19.5448
05/11/2023,19.5706
05/12/2023,19.5783
05/15/2023,19.6847
05/16/2023,19.7352
05/17/2023,19.7759
05/18/2023,19.8144
05/19/2023,19.8124
05/22/2023,19.865
05/23/2023,19.8683
05/24/2023,19.9122
05/25/2023,19.9793
05/26/2023,19.9727
05/29/2023,20.1453
05/30/2023,20.6202
05/31/2023,20.7596
06/01/2023,20.9012
06/02/2023,20.9632
06/05/2023,21.2745
06/06/2023,21.9604
06/07/2023,23.3001
06/08/2023,23.5037
06/09/2023,23.3985
06/12/2023,23.6653
06/13/2023,23.6435
06/14/2023,23.5736
06/15/2023,23.6478
06/16/2023,23.6157
06/19/2023,23.5734
06/20/2023,23.5771
06/21/2023,23.5613
06/22/2023,24.8903
06/23/2023,25.2375
06/26/2023,26.0718
06/27/2023,26.0342
06/28/2023,26.0441
06/29/2023,26.0366
06/30/2023,26.0511
07/03/2023,25.9214
07/04/2023,25.9509
07/05/2023,26.1509
07/06/2023,26.1111
07/07/2023,26.0564
07/10/2023,26.1417
07/11/2023,26.116
07/12/2023,26.1612
07/13/2023,26.0622
07/14/2023,26.1923
07/17/2023,26.3651
07/18/2023,26.9534
07/19/2023,26.8255
07/20/2023,26.8554
07/21/2023,26.9705
07/24/2023,26.9809
07/25/2023,26.9284
07/26/2023,26.9283
07/27/2023,26.9571
07/28/2023,26.9064
07/31/2023,26.9368
08/01/2023,26.9736
08/02/2023,26.9673
08/03/2023,27.0238
08/04/2023,26.9112
08/07/2023,27.0103
08/08/2023,26.9973
08/09/2023,26.9955
08/10/2023,27.1229
08/11/2023,27.0454
08/14/2023,27.0571
08/15/2023,27.0654
08/16/2023,27.081
08/17/2023,27.13
08/18/2023,27.1075
08/21/2023,27.1568
08/22/2023,27.2042
08/23/2023,27.1962
08/24/2023,25.7874
08/25/2023,26.5515
08/28/2023,26.314
08/29/2023,26.5606
08/30/2023,26.6868
08/31/2023,26.6921
09/01/2023,26.7276
09/04/2023,26.7784
09/05/2023,26.7691
09/06/2023,26.797
09/07/2023,26.8513
09/08/2023,26.8433
09/11/2023,26.8825
09/12/2023,26.9256
09/13/2023,26.8897
09/14/2023,26.9461
09/15/2023,26.994
09/18/2023,26.9897
09/19/2023,27.0254
09/20/2023,27.0149
09/21/2023,27.119
09/22/2023,27.17
